,movieid,Cluster,title
4691,5208,92,"Ninth Configuration, The (a.k.a. Twinkle, Twinkle, Killer Kane) (1980)"
4692,5210,134,"Burial Ground (a.k.a. Zombie Horror) (a.k.a. Zombie 3) (Notti del Terrore, Le) (1981)"
4693,5211,131,"Nude Bomb, The (1980)"
4694,5212,100,"Octagon, The (1980)"
4695,5213,24,"Oh, God! Book II (1980)"
4696,5214,24,"Oh, God! (1977)"
4697,5215,153,"Oh, Heavenly Dog! (1980)"
4698,5216,16,"Pepi, Luci, Bom (Pepi, Luci, Bom y Otras Chicas del Montón) (1980)"
4699,5217,46,Super Fuzz (a.k.a. Super Snooper) (Poliziotto superpiù) (1980)
4700,5218,42,Ice Age (2002)
4701,5219,20,Resident Evil (2002)
4702,5220,111,Showtime (2002)
4703,5221,11,Harrison's Flowers (2000)
4704,5222,76,Kissing Jessica Stein (2001)
4705,5223,185,Pauline & Paulette (Pauline en Paulette) (2001)
4706,5224,153,Promises (2001)
4707,5225,160,And Your Mother Too (Y tu mamá también) (2001)
4708,5226,192,All the Right Moves (1983)
4709,5227,155,Barabbas (1961)
4710,5228,87,"Ghost Breakers, The (1940)"
4711,5230,131,"Paleface, The (1948)"
4712,5231,72,Road to Morocco (1942)
4713,5232,160,Road to Singapore (1940)
4714,5233,58,Road to Utopia (1946)
4715,5234,124,Road to Zanzibar (1941)
4716,5235,132,Split Second (1992)
4717,5236,60,"Tale of Springtime, A (Conte de Printemps) (1990)"
4718,5237,88,Taps (1981)
4719,5238,108,Return of the Secaucus 7 (1980)
4720,5239,191,Rude Boy (1980)
4721,5240,14,Running Scared (1980)
4722,5241,113,Seems Like Old Times (1980)
4723,5243,145,"Young Master, The (Shi di chu ma) (1980)"
4724,5244,157,Shogun Assassin (1980)
4725,5245,77,Simon (1980)
4726,5246,34,Smokey and the Bandit II (1980)
4727,5247,178,Smokey and the Bandit (1977)
4728,5248,47,Smokey and the Bandit III (1983)
4729,5249,81,Spetters (1980)
4730,5250,24,Stir Crazy (1980)
4731,5251,14,"Charter Trip, The (a.k.a. Package Tour, The) (Sällskapsresan) (1980)"
4732,5254,112,Blade II (2002)
4733,5255,109,Sorority Boys (2002)
4734,5256,188,Stolen Summer (2002)
4735,5258,133,George Washington (2000)
4736,5262,38,Mr. Sardonicus (1961)
4737,5263,64,Strait-Jacket (1964)
4738,5264,87,Clockstoppers (2002)
4739,5265,134,Death to Smoochy (2002)
4740,5266,28,Panic Room (2002)
4741,5267,97,"Rookie, The (2002)"
4742,5268,58,No Such Thing (2001)
4743,5269,28,"Piano Teacher, The (La pianiste) (2001)"
4744,5272,49,Time Out (L'emploi du temps) (2001)
4745,5275,103,Boxcar Bertha (1972)
4746,5276,49,Crimes of Passion (1984)
4747,5277,143,"Evil That Men Do, The (1984)"
4748,5278,60,Fraternity Vacation (1985)
4749,5279,20,Impromptu (1991)
4750,5282,43,High Crimes (2002)
4751,5283,59,National Lampoon's Van Wilder (2002)
4752,5284,109,Crush (2001)
4753,5285,184,Lucky Break (2001)
4754,5287,121,"After Dark, My Sweet (1990)"
4755,5288,124,"Atomic Cafe, The (1982)"
4756,5289,137,Body and Soul (1947)
4757,5290,60,First Men in the Moon (1964)
4758,5291,157,Rashomon (Rashômon) (1950)
4759,5292,86,Slap Shot (1977)
4760,5293,89,Changing Lanes (2002)
4761,5294,31,Frailty (2001)
4762,5295,97,New Best Friend (2002)
4763,5296,191,"Sweetest Thing, The (2002)"
4764,5297,34,"Cat's Meow, The (2002)"
4765,5298,93,Human Nature (2001)
4766,5299,106,My Big Fat Greek Wedding (2002)
4767,5300,97,3:10 to Yuma (1957)
4768,5301,118,Bite the Bullet (1975)
4769,5302,149,Breakout (1975)
4770,5303,88,Joe Versus the Volcano (1990)
4771,5304,86,"Rome, Open City (a.k.a. Open City) (Roma, città aperta) (1945)"
4772,5305,119,Return of the Killer Tomatoes! (1988)
4773,5306,88,Return to Horror High (1987)
4774,5307,185,Taking Care of Business (1990)
4775,5308,162,Three Men and a Baby (1987)
4776,5309,67,Three Men and a Little Lady (1990)
4777,5310,158,Transylvania 6-5000 (1985)
4778,5311,58,"Watcher in the Woods, The (1980)"
4779,5312,164,Murder by Numbers (2002)
4780,5313,173,The Scorpion King (2002)
4781,5314,183,Behind the Sun (Abril Despedaçado) (2001)
4782,5315,143,Chelsea Walls (2001)
4783,5316,111,Enigma (2001)
4784,5319,41,Nine Queens (Nueve reinas) (2000)
4785,5321,98,"Triumph of Love, The (2001)"
4786,5323,81,Jason X (2002)
4787,5324,42,Life or Something Like It (2002)
4788,5325,147,Dogtown and Z-Boyz (2001)
4789,5327,130,In Praise of Love (Éloge de l'amour) (2001)
4790,5328,20,Rain (2001)
4791,5329,180,"Salton Sea, The (2002)"
4792,5331,27,Vulgar (2000)
4793,5332,154,"Aviator, The (1985)"
4794,5333,8,Bob le Flambeur (1955)
4795,5334,193,Cadillac Man (1990)
4796,5335,31,"Coca-Cola Kid, The (1985)"
4797,5336,139,Cuba (1979)
4798,5337,197,Delirious (1991)
4799,5339,76,Husbands and Wives (1992)
4800,5340,67,Joe (1970)
4801,5341,56,Lenny (1974)
4802,5342,109,Nomads (1986)
4803,5343,181,"Temp, The (1993)"
4804,5344,134,Thief of Hearts (1984)
4805,5345,142,Triumph of the Spirit (1989)
4806,5346,45,Wild Orchid (1990)
4807,5347,171,Deuces Wild (2002)
4808,5348,122,Hollywood Ending (2002)
4809,5349,134,Spider-Man (2002)
4810,5350,165,"Mystic Masseur, The (2001)"
4811,5351,143,Warm Water Under a Red Bridge (Akai hashi no shita no nurui mizu) (2001)
4812,5352,171,The Big Sleep (1978)
4813,5353,153,Butterflies Are Free (1972)
4814,5354,157,Cactus Flower (1969)
4815,5355,190,"Cassandra Crossing, The (1976)"
4816,5356,93,"Giant Spider Invasion, The (1975)"
4817,5357,162,Iron Will (1994)
4818,5358,184,Mountains of the Moon (1990)
4819,5359,132,Rambling Rose (1991)
4820,5360,125,"Survivors, The (1983)"
4821,5361,95,White Fang (1991)
4822,5362,171,White Fang 2: Myth of the White Wolf (1994)
4823,5363,14,"New Guy, The (2002)"
4824,5364,0,Unfaithful (2002)
4825,5365,131,"Lady and the Duke, The (Anglaise et le duc, L') (2001)"
4826,5366,60,Whore (1991)
4827,5367,23,My Beautiful Laundrette (1985)
4828,5368,22,Ballad of a Soldier (Ballada o soldate) (1959)
4829,5369,58,Big Bad Mama (1974)
4830,5372,130,Calamity Jane (1953)
4831,5373,54,"Cranes Are Flying, The (Letyat zhuravli) (1957)"
4832,5374,58,Devil Doll (1964)
4833,5375,47,"Harvey Girls, The (1946)"
4834,5376,80,"Lady in Red, The (1979)"
4835,5377,138,About a Boy (2002)
4836,5378,49,Star Wars: Episode II - Attack of the Clones (2002)
4837,5379,177,"Believer, The (2001)"
4838,5380,173,"Importance of Being Earnest, The (2002)"
4839,5381,59,"Charge of the Light Brigade, The (1968)"
4840,5382,131,Every Which Way But Loose (1978)
4841,5383,53,"Hound of the Baskervilles, The (1959)"
4842,5384,97,I Want to Live! (1958)
4843,5385,116,"Last Waltz, The (1978)"
4844,5386,20,"Pride and the Passion, The (1957)"
4845,5387,165,Enough (2002)
4846,5388,77,Insomnia (2002)
4847,5389,49,Spirit: Stallion of the Cimarron (2002)
4848,5390,19,CQ (2001)
4849,5391,36,Thirteen Conversations About One Thing (a.k.a. 13 Conversations) (2001)
4850,5392,138,Bus Stop (1956)
4851,5394,173,Don't Bother to Knock (1952)
4852,5395,68,"Gambler, The (1974)"
4853,5396,188,Let's Make Love (1960)
4854,5397,58,Monkey Business (1952)
4855,5398,134,Requiem for a Heavyweight (1962)
4856,5399,132,River of No Return (1954)
4857,5400,97,"Sum of All Fears, The (2002)"
4858,5401,87,Undercover Brother (2002)
4859,5404,108,84 Charing Cross Road (1987)
4860,5406,40,"Desert Rats, The (1953)"
4861,5409,149,Rapid Fire (1992)
4862,5410,143,Silent Running (1972)
4863,5412,67,"Villain, The (1979)"
4864,5413,55,Zombie Holocaust (a.k.a. Doctor Butcher M.D.) (Zombi Holocaust) (1980)
4865,5414,155,Bad Company (2002)
4866,5415,105,Divine Secrets of the Ya-Ya Sisterhood (2002)
4867,5416,12,Cherish (2002)
4868,5417,113,"Fast Runner, The (Atanarjuat) (2001)"
4869,5418,11,"Bourne Identity, The (2002)"
4870,5419,143,Scooby-Doo (2002)
4871,5420,126,Windtalkers (2002)
4872,5421,11,"Dangerous Lives of Altar Boys, The (2002)"
4873,5422,87,"Emperor's New Clothes, The (2001)"
4874,5423,93,Gangster No. 1 (2000)
4875,5424,67,Harvard Man (2001)
4876,5425,93,Dark Blue World (Tmavomodrý svet) (2001)
4877,5426,130,Bad Company (1972)
4878,5427,60,Caveman (1981)
4879,5428,180,Cheech & Chong's The Corsican Brothers (1984)
4880,5429,107,5 Card Stud (1968)
4881,5431,16,Goin' South (1978)
4882,5432,25,Hero and the Terror (1988)
4883,5433,122,Silver Bullet (Stephen King's Silver Bullet) (1985)
4884,5434,27,"Sorry, Wrong Number (1948)"
4885,5435,115,Hombre (1967)
4886,5436,151,"Horse's Mouth, The (1958)"
4887,5437,175,"Manhattan Project, The (1986)"
4888,5438,153,Men at Work (1990)
4889,5439,109,S.O.B. (1981)
4890,5440,60,She Wore a Yellow Ribbon (1949)
4891,5442,87,V. I. Warshawski (1991)
4892,5443,97,Juwanna Mann (2002)
4893,5444,129,Lilo & Stitch (2002)
4894,5445,157,Minority Report (2002)
4895,5446,14,Rabbit-Proof Fence (2002)
4896,5447,71,Sunshine State (2002)
4897,5448,30,Hey Arnold! The Movie (2002)
4898,5449,160,Mr. Deeds (2002)
4899,5450,180,Lovely & Amazing (2001)
4900,5451,33,Pumpkin (2002)
4901,5452,153,Look Who's Talking Now (1993)
4902,5453,171,Lost in Yonkers (1993)
4903,5454,86,Mo' Money (1992)
4904,5455,46,"Object of Beauty, The (1991)"
4905,5456,133,Wagons East (1994)
4906,5457,101,Zebrahead (1992)
4907,5458,113,Like Mike (2002)
4908,5459,96,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002)
4909,5460,87,"Powerpuff Girls, The (2002)"
4910,5461,93,Me Without You (2001)
4911,5462,0,"Crocodile Hunter: Collision Course, The (2002)"
4912,5463,153,Reign of Fire (2002)
4913,5464,168,Road to Perdition (2002)
4914,5465,114,All About Lily Chou-Chou (Riri Shushu no subete) (2001)
4915,5466,116,My Wife is an Actress (Ma Femme est une Actrice) (2001)
4916,5467,24,Never Again (2001)
4917,5468,78,20 Million Miles to Earth (1957)
4918,5469,192,Grand Theft Auto (1977)
4919,5470,78,The Importance of Being Earnest (1952)
4920,5471,158,Perfect (1985)
4921,5472,168,1776 (1972)
4922,5473,177,Fox and His Friends (Faustrecht der Freiheit) (1975)
4923,5474,72,"Legend of Boggy Creek, The (1972)"
4924,5475,54,Z (1969)
4925,5476,94,Halloween: Resurrection (Halloween 8) (2002)
4926,5477,136,Sex and Lucia (Lucía y el sexo) (2001)
4927,5478,17,Eight Legged Freaks (2002)
4928,5479,199,K-19: The Widowmaker (2002)
4929,5480,17,Stuart Little 2 (2002)
4930,5481,196,Austin Powers in Goldmember (2002)
4931,5482,5,"Country Bears, The (2002)"
4932,5483,5,"Kid Stays in the Picture, The (2002)"
4933,5484,146,Happy Times (Xingfu shiguang) (2000)
4934,5485,83,Tadpole (2002)
4935,5486,75,Who Is Cletis Tout? (2001)
4936,5488,24,"Merchant of Four Seasons, The (Händler der vier Jahreszeiten) (1972)"
4937,5489,74,Nosferatu the Vampyre (Nosferatu: Phantom der Nacht) (1979)
4938,5490,51,The Big Bus (1976)
4939,5493,14,In Like Flint (1967)
4940,5494,20,"Earth Trembles, The (Terra trema: Episodio del mare, La) (1948)"
4941,5495,179,Modesty Blaise (1966)
4942,5496,81,Ossessione (1943)
4943,5497,32,Our Man Flint (1965)
4944,5498,5,Red Beard (Akahige) (1965)
4945,5499,157,Robin and Marian (1976)
4946,5500,75,Top Secret! (1984)
4947,5501,134,"Master of Disguise, The (2002)"
4948,5502,113,Signs (2002)
4949,5503,0,"Last Kiss, The (Ultimo bacio, L') (2001)"
4950,5504,181,Spy Kids 2: The Island of Lost Dreams (2002)
4951,5505,22,"Good Girl, The (2002)"
4952,5506,192,Blood Work (2002)
4953,5507,109,xXx (2002)
4954,5508,67,24 Hour Party People (2002)
4955,5509,147,Biggie and Tupac (2002)
4956,5512,132,Secret Ballot (Raye makhfi) (2001)
4957,5513,94,Martin Lawrence Live: Runteldat (2002)
4958,5515,156,Songs From the Second Floor (Sånger från andra våningen) (2000)
4959,5516,193,Read My Lips (Sur mes lèvres) (2001)
4960,5517,116,Nightcap (Merci pour le chocolat) (2000)
4961,5518,143,Beau Pere (a.k.a. Stepfather) (Beau-père) (1981)
4962,5519,130,Change of Habit (1969)
4963,5521,11,"Principal, The (1987)"
4964,5522,149,Rollerball (1975)
4965,5523,51,"Adventures of Pluto Nash, The (2002)"
4966,5524,65,Blue Crush (2002)
4967,5525,192,Mostly Martha (Bella Martha) (2001)
4968,5526,57,"Isle, The (Seom) (2000)"
4969,5527,42,Possession (2002)
4970,5528,135,One Hour Photo (2002)
4971,5529,180,Serving Sara (2002)
4972,5530,60,Simone (S1m0ne) (2002)
4973,5531,23,Undisputed (2002)
4974,5532,93,Amy's O (a.k.a. Amy's Orgasm) (2001)
4975,5538,143,"Care Bears Movie, The (1985)"
4976,5539,84,Care Bears Movie II: A New Generation (1986)
4977,5540,130,Clash of the Titans (1981)
4978,5541,71,Hot Shots! (1991)
4979,5542,103,"Nightmare City (a.k.a. City of the Walking Dead) (a.k.a. Invasión de los zombies atómicos, La) (Incubo sulla città contaminata) (1980)"
4980,5543,9,"Swarm, The (1978)"
4981,5544,143,Time After Time (1979)
4982,5546,89,976-EVIL (1989)
4983,5548,91,Down and Out in Beverly Hills (1986)
4984,5549,76,Flaming Star (1960)
4985,5550,161,Love Me Tender (1956)
4986,5552,82,"Revenge of Frankenstein, The (1958)"
4987,5553,95,Stakeout (1987)
4988,5555,44,Wolfen (1981)
4989,5556,129,FearDotCom (a.k.a. Fear.com) (a.k.a. Fear Dot Com) (2002)
4990,5557,146,Slap Her... She's French (a.k.a. She Gets What She Wants) (2002)
4991,5559,69,Mad Love (Juana la Loca) (2001)
4992,5560,159,À nous la liberté (Freedom for Us) (1931)
4993,5561,125,True Colors (1991)
4994,5563,45,City by the Sea (2002)
4995,5564,99,Swimfan (2002)
4996,5567,31,"Incubus, The (1981)"
4997,5568,130,Johnny Dangerously (1984)
4998,5569,133,"Last House on the Left, The (1972)"
4999,5570,36,Thesis (Tesis) (1996)
5000,5572,116,Barbershop (2002)
5001,5573,157,Stealing Harvard (2002)
5002,5574,43,"Transporter, The (2002)"
5003,5575,163,Alias Betty (Betty Fisher et autres histoires) (2001)
5004,5577,117,Igby Goes Down (2002)
5005,5580,138,Aspen Extreme (1993)
5006,5581,58,Betsy's Wedding (1990)
5007,5582,27,Captain Ron (1992)
5008,5583,54,"Devil Bat, The (1940)"
5009,5584,58,Ernest Goes to Jail (1990)
5010,5585,58,Ernest Scared Stupid (1991)
5011,5587,60,"Hills Have Eyes Part II, The (1985)"
5012,5588,143,"Hills Have Eyes, The (1977)"
5013,5589,143,Indian Summer (1993)
5014,5590,124,"Mack, The (1973)"
5015,5591,143,Monkey Trouble (1994)
5016,5592,146,Monster in the Closet (1986)
5017,5593,69,No Way to Treat a Lady (1968)
5018,5595,124,Shock Waves (1977)
5019,5596,53,Spaced Invaders (1990)
5020,5597,138,Suburban Commando (1991)
5021,5598,3,Surf Ninjas (1993)
5022,5599,125,Tabu: A Story of the South Seas (1931)
5023,5600,3,"Wanderers, The (1979)"
5024,5601,138,"Yearling, The (1946)"
5025,5602,91,"Ladykillers, The (1955)"
5026,5603,198,"Lavender Hill Mob, The (1951)"
5027,5604,175,"Man in the White Suit, The (1951)"
5028,5605,129,Ratcatcher (1999)
5029,5606,11,Society (1989)
5030,5607,8,"Son of the Bride (Hijo de la novia, El) (2001)"
5031,5608,180,"Das Experiment (Experiment, The) (2001)"
5032,5609,113,Ballistic: Ecks vs. Sever (2002)
5033,5610,105,"Banger Sisters, The (2002)"
5034,5611,63,"Four Feathers, The (2002)"
5035,5612,60,Trapped (2002)
5036,5613,60,8 Women (2002)
5037,5614,60,"His Secret Life (a.k.a. Ignorant Fairies, The) (Fate ignoranti, Le) (2001)"
5038,5615,60,Invincible (2001)
5039,5617,187,Secretary (2002)
5040,5618,179,Spirited Away (Sen to Chihiro no kamikakushi) (2001)
5041,5619,153,"Trials of Henry Kissinger, The (2002)"
5042,5620,9,Sweet Home Alabama (2002)
5043,5621,60,"Tuxedo, The (2002)"
5044,5622,152,Charly (2002)
5045,5625,79,Moonlight Mile (2002)
5046,5628,138,Wasabi (2001)
5047,5629,112,Jonah: A VeggieTales Movie (2002)
5048,5630,101,Red Dragon (2002)
5049,5632,14,Bloody Sunday (2002)
5050,5633,28,Heaven (2002)
5051,5635,39,"Man from Elysian Fields, The (2001)"
5052,5636,46,Welcome to Collinwood (2002)
5053,5637,47,Flirting (1991)
5054,5638,85,Godzilla vs. Mothra (Mosura tai Gojira) (1964)
5055,5639,24,Godzilla's Revenge (Gojira-Minira-Gabara: Oru Kaijû Daishingeki) (All Monsters Attack) (1969)
5056,5640,75,"Godzilla, King of the Monsters! (Kaijû-ô Gojira) (1956)"
5057,5641,53,"Moderns, The (1988)"
5058,5642,52,"Onion Field, The (1979)"
5059,5643,40,Powaqqatsi (1988)
5060,5644,15,"Pride of the Yankees, The (1942)"
5061,5645,97,Texasville (1990)
5062,5646,60,Valmont (1989)
5063,5647,114,Ernest Goes to Africa (1997)
5064,5649,40,Horror of Dracula (Dracula) (1958)
5065,5650,42,Strange Brew (1983)
5066,5651,62,"Incredible Mr. Limpet, The (1964)"
5067,5652,143,Claire of the Moon (1992)
5068,5653,85,Django (1966)
5069,5655,139,"Fan, The (1981)"
5070,5657,116,Flashback (1990)
5071,5658,194,Hanky Panky (1982)
5072,5659,94,"Rocking Horse Winner, The (1950)"
5073,5660,96,Seance on a Wet Afternoon (1964)
5074,5662,14,"Wrong Guy, The (1997)"
5075,5663,40,Below (2002)
5076,5664,103,Brown Sugar (2002)
5077,5665,119,Knockaround Guys (2002)
5078,5666,72,"Rules of Attraction, The (2002)"
5079,5667,192,Tuck Everlasting (2002)
5080,5668,184,White Oleander (2002)
5081,5669,40,Bowling for Columbine (2002)
5082,5670,143,Comedian (2002)
5083,5672,143,Pokemon 4 Ever (a.k.a. Pokémon 4: The Movie) (2002)
5084,5673,40,Punch-Drunk Love (2002)
5085,5675,152,Swept Away (2002)
5086,5677,43,Abandon (2002)
5087,5678,143,Formula 51 (2001)
5088,5679,43,"Ring, The (2002)"
5089,5680,97,Auto Focus (2002)
5090,5681,31,Fidel (2001)
5091,5682,29,"Grey Zone, The (2001)"
5092,5684,199,Naqoyqatsi (2002)
5093,5685,0,Real Women Have Curves (2002)
5094,5686,143,Russian Ark (Russkiy Kovcheg) (2002)
5095,5687,13,Take Care of My Cat (Goyangileul butaghae) (2001)
5096,5688,9,Tully (2000)
5097,5689,57,Billy Bathgate (1991)
5098,5690,199,Grave of the Fireflies (Hotaru no haka) (1988)
5099,5691,54,Jason Goes to Hell: The Final Friday (1993)
5100,5692,11,"Mechanic, The (1972)"
5101,5693,28,Saturday Night Fever (1977)
5102,5694,17,Staying Alive (1983)
5103,5695,103,To the Devil a Daughter (1976)
5104,5696,199,Urban Cowboy (1980)
5105,5697,199,Terror Train (1980)
5106,5699,82,Tom Horn (1980)
5107,5700,50,The Pumaman (1980)
5108,5701,103,Up the Academy (1980)
5109,5703,8,Wholly Moses (1980)
5110,5705,2,Xanadu (1980)
5111,5706,132,...All the Marbles (1981)
5112,5707,168,Absence of Malice (1981)
5113,5710,29,Banana Joe (1981)
5114,5712,147,Blow Out (1981)
5115,5714,162,Buddy Buddy (1981)
5116,5715,156,"Burning, The (1981)"
5117,5717,193,Make Them Die Slowly (Cannibal Ferox) (1981)
5118,5718,143,Carbon Copy (1981)
5119,5721,58,"Chosen, The (1981)"
5120,5722,101,"Goat, The (a.k.a. Knock On Wood) (Chèvre, La) (1981)"
5121,5723,177,Continental Divide (1981)
5122,5725,105,Man of Iron (Czlowiek z Zelaza) (1981)
5123,5726,3,Dead & Buried (1981)
5124,5727,51,Deadly Blessing (1981)
5125,5728,110,Death Hunt (1981)
5126,5729,72,Endless Love (1981)
5127,5730,102,Enter the Ninja (a.k.a. Ninja I) (1981)
5128,5731,68,"Entity, The (1981)"
5129,5732,160,Eye of the Needle (1981)
5130,5733,18,"Eyewitness (Janitor, The) (1981)"
5131,5734,77,Faces of Death 2 (1981)
5132,5735,160,Faces of Death (1978)
5133,5736,15,Faces of Death 3 (1985)
5134,5737,29,Faces of Death 4 (1990)
5135,5738,151,Faces of Death 5 (1996)
5136,5739,3,Faces of Death 6 (1996)
5137,5740,13,Faces of Death: Fact or Fiction? (1999)
5138,5741,11,"Woman Next Door, The (Femme d'à côté, La) (1981)"
5139,5742,30,First Monday in October (1981)
5140,5743,94,"Fort Apache, the Bronx (1981)"
5141,5745,92,"Four Seasons, The (1981)"
5142,5746,131,Galaxy of Terror (Quest) (1981)
5143,5747,133,Gallipoli (1981)
5144,5749,58,Ghost Story (1981)
5145,5752,156,Gregory's Girl (1981)
5146,5753,87,Who Pulled the Plug? (Göta kanal eller Vem drog ur proppen?) (1981)
5147,5754,9,"Hand, The (1981)"
5148,5755,115,Happy Birthday to Me (1981)
5149,5756,66,Heartbeeps (1981)
5150,5759,73,"Ladies and Gentlemen, the Fabulous Stains (a.k.a. All Washed Up) (1981)"
5151,5760,153,Lady Chatterley's Lover (1981)
5152,5761,7,"Legend of the Lone Ranger, The (1981)"
5153,5762,73,Lili Marleen (1981)
5154,5763,16,Lola (1981)
5155,5764,106,Looker (1981)
5156,5765,133,"Looney, Looney, Looney Bugs Bunny Movie, The (1981)"
5157,5767,57,Teddy Bear (Mis) (1981)
5158,5768,59,Modern Problems (1981)
5159,5769,139,Modern Romance (1981)
5160,5770,75,Ms. 45 (a.k.a. Angel of Vengeance) (1981)
5161,5771,91,My Bloody Valentine (1981)
5162,5772,157,My Dinner with André (1981)
5163,5773,76,Neighbors (1981)
5164,5777,143,Pennies from Heaven (1981)
5165,5778,8,Pieces (Mil gritos tiene la noche) (One Thousand Cries Has the Night) (1982)
5166,5779,157,Piranha II: The Spawning (1981)
5167,5780,115,Polyester (1981)
5168,5781,20,Private Lessons (1981)
5169,5782,3,"Professional, The (Le professionnel) (1981)"
5170,5783,133,Derrida (2002)
5171,5784,149,Ghost Ship (2002)
5172,5785,8,Jackass: The Movie (2002)
5173,5786,72,Paid in Full (2002)
5174,5787,60,"Truth About Charlie, The (2002)"
5175,5788,137,All or Nothing (2002)
5176,5789,180,All the Queen's Men (2001)
5177,5791,94,Frida (2002)
5178,5792,77,Roger Dodger (2002)
5179,5794,168,Good Work (Beau travail) (1999)
5180,5796,54,Casino Royale (1967)
5181,5797,107,"Company of Wolves, The (1984)"
